Title,Link
The Air Navigation (Restriction of Flying) (Bloxwich) (Emergency) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/534/made
The Rivenhall Generating Station Extension (Correction) Order 2025,http://www.legislation.gov.uk/uksi/2025/533/made/data.htm
The Export Control (Amendment) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/532/made/data.htm
The Furniture and Furnishings (Fire) (Safety) (Amendment) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/531/made/data.htm
The Northern Ireland Troubles (Legacy and Reconciliation) Act 2023 (Commencement No. 2 and Transitional Provisions) (Amendment) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/530/made
The Aviation Security (Amendment) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/529/made/data.htm
The Higher Education (Freedom of Speech) Act 2023 (Commencement No. 3) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/528/made/data.htm
The A12 Chelmsford to A120 Widening Development Consent (Corrections) Order 2025,http://www.legislation.gov.uk/uksi/2025/527/made/data.htm
The Official Controls (Extension of Transitional Periods) (Amendment) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/526/made/data.htm
The Industrial Training Levy (Construction Industry Training Board) Order 2025,http://www.legislation.gov.uk/uksi/2025/525/made/data.htm
The Air Navigation (Restriction of Flying) (Helicopter Flight) (No. 5) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/524/made
The Ferrybridge Multifuel 2 Power Station (Amendment) Order 2025,http://www.legislation.gov.uk/uksi/2025/523/made/data.htm
The Public Procurement (Revocation) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/522/made/data.htm
"<span xml:lang=""en"">The A458 Trunk Road (Welshpool, Powys) (Temporary Prohibition of Vehicles and Cyclists) Order 2025</span> / <span xml:lang=""cy"">Gorchymyn Cefnffordd yr A458 (Y Trallwng, Powys) (Gwahardd Cerbydau a Beicwyr Dros Dro) 2025</span>",http://www.legislation.gov.uk/wsi/2025/521/made
The Air Navigation (Restriction of Flying) (Birmingham) (No. 4) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/519/made
The Air Navigation (Restriction of Flying) (Liverpool) (No. 3) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/518/made
The Air Navigation (Restriction of Flying) (Beccles) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/517/made
"<span xml:lang=""en"">The Bovine Viral Diarrhoea (Wales) (Amendment) Order 2025</span> / <span xml:lang=""cy"">Gorchymyn Dolur Rhydd Feirysol Buchol (Cymru) (Diwygio) 2025</span>",http://www.legislation.gov.uk/wsi/2025/516/made/welsh/data.htm
The Domestic Abuse Act 2021 (Commencement No. 9 and Saving Provisions) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/515/2025-04-23/data.htm
The Energy (Euratom Decisions and Miscellaneous Provisions) (Amendment and Revocation) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/514/made/data.htm
The Free Zone (Customs Site No. 7 Liverpool) Designation Order 2025,http://www.legislation.gov.uk/uksi/2025/511/made/data.htm
The Ivory Prohibitions (Exemptions) (Process and Procedure) (Amendment) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/510/made/data.htm
The Viking CCS Carbon Dioxide Pipeline Order 2025,http://www.legislation.gov.uk/uksi/2025/509/2025-08-20/data.htm
The Air Navigation (Restriction of Flying) (Sywell) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/508/made
The Syria (Sanctions) (EU Exit) (Amendment) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/507/made/data.htm
The Air Navigation (Restriction of Flying) (Glastonbury) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/506/made
The Motor Vehicles (Driving Licences) (Amendment) (No. 4) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/505/made/data.htm
The Russia (Sanctions) (EU Exit) (Amendment) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/504/made/data.htm
The Gambling Act 2005 (Gaming Tables in Casinos) (Definitions) (Amendment) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/503/made/data.htm
The Police (Vetting) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/502/made/data.htm
The Investigatory Powers (Amendment) Act 2024 (Commencement No. 2) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/501/made/data.htm
"The Air Navigation (Restriction of Flying) (Newtownards, Northern Ireland) Regulations 2025",http://www.legislation.gov.uk/uksi/2025/500/made
The Air Navigation (Restriction of Flying) (Ascot and Windsor) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/499/made
The Oil and Gas Authority (Carbon Storage) (Retention of Information and Samples) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/498/made/data.htm
The Ecodesign for Energy-Related Products and Energy Information (Amendment) (Northern Ireland) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/497/made/data.htm
The Air Navigation (Restriction of Flying) (VE Day 80 Anniversary Flypast) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/496/made
The Air Navigation (Restriction of Flying) (Helicopter Flight) (No. 4) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/495/made
The Power to Award Degrees etc. (National Film and Television School (The)) (Amendment) Order 2025,http://www.legislation.gov.uk/uksi/2025/494/made/data.htm
"<span xml:lang=""en"">The A40 Trunk Road (Robeston Wathen Roundabout to Pengawse Hill Junction, Pembrokeshire) (Temporary Traffic Prohibitions and Restrictions) Order 2025</span> / <span xml:lang=""cy"">Gorchymyn Cefnffordd yr A40 (Cylchfan Robeston Wathen i Gyffordd Pengawse Hill, Sir Benfro) (Gwaharddiadau a Chyfyngiadau Traffig Dros Dro) 2025</span>",http://www.legislation.gov.uk/wsi/2025/493/made
"<span xml:lang=""en"">The A5, A44, A55, A458, A470, A479, A483, A487, A489 and A494 Trunk Roads (Various Locations in North and Mid Wales) (Temporary Prohibition of Vehicles) Order 2025</span> / <span xml:lang=""cy"">Gorchymyn Cefnffyrdd yr A5, yr A44, yr A55, yr A458, yr A470, yr A479, yr A483, yr A487, yr A489 a’r A494 (Lleoliadau Amrywiol yng Ngogledd a Chanolbarth Cymru) (Gwahardd Cerbydau Dros Dro) 2025</span>",http://www.legislation.gov.uk/wsi/2025/492/made
"<span xml:lang=""en"">The Environment Act 2021 (Commencement No. 3) (Wales) Regulations 2025</span> / <span xml:lang=""cy"">Rheoliadau Deddf yr Amgylchedd 2021 (Cychwyn Rhif 3) (Cymru) 2025</span>",http://www.legislation.gov.uk/wsi/2025/491/made/welsh/data.htm
The Air Navigation (Restriction of Flying) (Ascot) (No. 2) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/490/made
"<span xml:lang=""en"">The A55 Trunk Road (Junction 11 (Llys y Gwynt Interchange), Bangor, Gwynedd to the Wales/England Border) and the A494/A550 Trunk Road (Ewloe Interchange to the Wales/England Border, Flintshire) (Temporary Traffic Prohibitions and Restrictions) Order 2025</span> / <span xml:lang=""cy"">Gorchymyn Cefnffordd yr A55 (Cyffordd 11 (Cyfnewidfa Llys y Gwynt), Bangor, Gwynedd i Ffin Cymru/Lloegr) a Chefnffordd yr A494/A550 (Cyfnewidfa Ewlo i Ffin Cymru/Lloegr, Sir y Fflint) (Gwaharddiadau a Chyfyngiadau Traffig Dros Dro) 2025</span>",http://www.legislation.gov.uk/wsi/2025/489/made
"<span xml:lang=""en"">The A40 Trunk Road (Carmarthen Bypass, Carmarthenshire) (Temporary Prohibition of Vehicles) Order 2025</span> / <span xml:lang=""cy"">Gorchymyn Cefnffordd yr A40 (Ffordd Osgoi Caerfyrddin, Sir Gaerfyrddin) (Gwahardd Cerbydau Dros Dro) 2025</span>",http://www.legislation.gov.uk/wsi/2025/488/made
The Air Navigation (Restriction of Flying) (Edinburgh) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/487/made
The Air Navigation (Restriction of Flying) (Wembley) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/486/made
The Hornsea Four Offshore Wind Farm (Amendment) Order 2025,http://www.legislation.gov.uk/uksi/2025/485/made/data.htm
"The Air Navigation (Restriction of Flying) (Charlbury, Oxfordshire) Regulations 2025",http://www.legislation.gov.uk/uksi/2025/484/made
The Air Navigation (Restriction of Flying) (Sheffield) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/483/made
The Heckington Fen Solar Park (Correction) Order 2025,http://www.legislation.gov.uk/uksi/2025/482/made/data.htm
The West Midlands Rail Freight Interchange (Amendment No. 2) Order 2025,http://www.legislation.gov.uk/uksi/2025/481/made/data.htm
The Air Navigation (Restriction of Flying) (Coventry) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/480/made
"The Air Navigation (Restriction of Flying) (Villa Park, Birmingham) Regulations 2025",http://www.legislation.gov.uk/uksi/2025/479/made
The Air Navigation (Restriction of Flying) (Jet Formation Display Teams) (Amendment) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/478/made
The Power to Award Degrees etc. (ICMP Management Limited) (Amendment) Order 2025,http://www.legislation.gov.uk/uksi/2025/477/made/data.htm
The Air Navigation (Restriction of Flying) (Lytham St Annes) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/476/made
The National Grid (Bramford to Twinstead Reinforcement) (Correction) Order 2025,http://www.legislation.gov.uk/uksi/2025/475/made/data.htm
The Air Navigation (Restriction of Flying) (VE Day 80) (Amendment) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/474/made
"<span xml:lang=""en"">The Criminal Justice and Immigration Act 2008 (Commencement No. 1) (Wales) Order 2025</span> / <span xml:lang=""cy"">Gorchymyn Deddf Cyfiawnder Troseddol a Mewnfudo 2008 (Cychwyn Rhif 1) (Cymru) 2025</span>",http://www.legislation.gov.uk/wsi/2025/473/made/welsh/data.htm
The Air Navigation (Restriction of Flying) (Chelsea) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/472/made
"The Air Navigation (Restriction of Flying) (Darley Moor, Derbyshire) (Emergency) (Revocation) Regulations 2025",http://www.legislation.gov.uk/uksi/2025/471/made
The Air Navigation (Restriction of Flying) (Harrow) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/470/made
"The Air Navigation (Restriction of Flying) (Darley Moor, Derbyshire) (Emergency) Regulations 2025",http://www.legislation.gov.uk/uksi/2025/469/made
The Rampion 2 Offshore Wind Farm Order 2025,http://www.legislation.gov.uk/uksi/2025/468/made/data.htm
The Air Navigation (Restriction of Flying) (Finchley) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/467/made
The Civil Proceedings and Magistrates' Courts Fees (Amendment) Order 2025,http://www.legislation.gov.uk/uksi/2025/466/made/data.htm
The Power to Award Degrees etc. (Architectural Association School of Architecture) Order of Council 2019 (Amendment) Order 2025,http://www.legislation.gov.uk/uksi/2025/465/made/data.htm
The Air Navigation (Restriction of Flying) (VE Day Anniversary Flypast Rehearsal) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/464/made
The London Luton Airport Expansion Development Consent Order 2025,http://www.legislation.gov.uk/uksi/2025/463/made/data.htm
The A122 (Lower Thames Crossing) Development Consent Order 2025,http://www.legislation.gov.uk/uksi/2025/462/2025-11-05/data.htm
The Bradford (Electoral Changes) Order 2025,http://www.legislation.gov.uk/uksi/2025/461/made/data.htm
The Barnsley (Electoral Changes) Order 2025,http://www.legislation.gov.uk/uksi/2025/460/made/data.htm
The Wakefield (Electoral Changes) Order 2025,http://www.legislation.gov.uk/uksi/2025/459/made/data.htm
"The Air Navigation (Restriction of Flying) (Cosby, Leicestershire) Regulations 2025",http://www.legislation.gov.uk/uksi/2025/458/made
The Tamar Bridge and Torpoint Ferry (Revision of Tolls) Order 2025,http://www.legislation.gov.uk/uksi/2025/457/made
The Victim Support (Specified Roles) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/455/made/data.htm
The Road Vehicles (Construction and Use) (Amendment) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/454/made/data.htm
The Air Navigation (Restriction of Flying) (Manston) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/453/made
The Cambridge Waste Water Treatment Plant Relocation Order 2025,http://www.legislation.gov.uk/uksi/2025/452/made/data.htm
The Air Navigation (Restriction of Flying) (Royal Air Force Honington) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/451/made
The Air Navigation (Restriction of Flying) (Finsbury Park) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/450/made
The River Tyne (Tunnels) (Revision of Toll) Order 2025,http://www.legislation.gov.uk/uksi/2025/449/made/data.htm
The Power to Award Degrees etc. (College of Legal Practice Limited) (Amendment) Order 2025,http://www.legislation.gov.uk/uksi/2025/448/made/data.htm
The Environment Act 2021 (Commencement No. 10) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/447/made/data.htm
The Electricity (Early-Model Competitive Tenders for Onshore Transmission Licences) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/446/made/data.htm
The Maidstone (Electoral Changes) (Amendment) Order 2025,http://www.legislation.gov.uk/uksi/2025/445/made/data.htm
The Companies Act 2006 (Recognition of Third Country Qualifications and Practical Training) (Amendment) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/444/made/data.htm
The Electronic Communications (Networks and Services) (Designated Vendor Directions) (Penalties) Order 2025,http://www.legislation.gov.uk/uksi/2025/443/made/data.htm
The Victims and Prisoners Act 2024 (Commencement No. 5) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/441/made/data.htm
"<span xml:lang=""en"">The Children Act 2004 (Children Missing Education Database) (Pilot) (Wales) Regulations 2025</span> / <span xml:lang=""cy"">Rheoliadau Deddf Plant 2004 (Cronfa Ddata Plant sy’n Colli Addysg) (Peilota) (Cymru) 2025</span>",http://www.legislation.gov.uk/wsi/2025/440/2025-04-08/welsh/data.htm
The Companies (Directors' Remuneration and Audit) (Amendment) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/439/made/data.htm
The Air Navigation (Restriction of Flying) (Scarborough) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/438/made
The Air Navigation (Restriction of Flying) (Cleethorpes) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/437/made
The Consular Fees (Amendment) Order 2025,http://www.legislation.gov.uk/uksi/2025/436/made/data.htm
"<span xml:lang=""en"">The Tertiary Education and Research (Wales) Act 2022 (Consequential Amendments) Regulations 2025</span> / <span xml:lang=""cy"">Rheoliadau Deddf Addysg Drydyddol ac Ymchwil (Cymru) 2022 (Diwygiadau Canlyniadol) 2025</span>",http://www.legislation.gov.uk/wsi/2025/435/made/welsh/data.htm
The Horizon Shortfall Scheme Appeals (Tax Exemptions and Relief) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/434/made/data.htm
The Community Infrastructure Levy (Amendment etc.) (England) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/433/made/data.htm
"<span xml:lang=""en"">The Tertiary Education and Research (Wales) Act 2022 (Commencement No. 5 and Transitory and Transitional Provisions) Order 2025</span> / <span xml:lang=""cy"">Gorchymyn Deddf Addysg Drydyddol ac Ymchwil (Cymru) 2022 (Cychwyn Rhif 5 a Darpariaethau Darfodol a Throsiannol) 2025</span>",http://www.legislation.gov.uk/wsi/2025/432/made/welsh/data.htm
The Student Accommodation (Codes of Management Practice and Specified Educational Establishments) (England) (Amendment) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/431/made/data.htm
The Levelling-up and Regeneration Act 2023 (Commencement No. 7) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/430/made/data.htm
The Social Security (Contributions) (Amendment No. 5) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/429/made/data.htm
The Air Navigation (Restriction of Flying) (Longleat) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/428/made
The Air Navigation (Restriction of Flying) (Crystal Palace) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/427/made
The Air Navigation (Restriction of Flying) (Epsom) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/426/made
"<span xml:lang=""en"">The Foot-and-Mouth Disease (Wales) (Amendment) Order 2025</span> / <span xml:lang=""cy"">Gorchymyn Clwy’r Traed a’r Genau (Cymru) (Diwygio) 2025</span>",http://www.legislation.gov.uk/wsi/2025/425/made/welsh/data.htm
The Disclosure (Scotland) Act 2020 (Consequential Provisions and Modifications) Order 2025,http://www.legislation.gov.uk/uksi/2025/423/made/data.htm
The Local Authorities (Capital Finance and Accounting) (England) (Amendment) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/422/made/data.htm
The Air Navigation (Restriction of Flying) (Glasgow Green) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/421/made
"The Air Navigation (Restriction of Flying) (Murrayfield Stadium, Edinburgh) Regulations 2025",http://www.legislation.gov.uk/uksi/2025/420/made
The Public Service Pension Schemes (Rectification of Unlawful Discrimination) (Tax) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/419/made/data.htm
The Town and Country Planning (Fees and Consequential Amendments) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/418/made/data.htm
The Energy Performance of Buildings (Scotland) Regulations 2025,http://www.legislation.gov.uk/ssi/2025/417/made/data.htm
The Customs (Tariff and Miscellaneous Amendments) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/417/made/data.htm
The South West Scotland Trunk Roads (Temporary Prohibitions of Traffic and Overtaking and Temporary Speed Restrictions) (No. 12) Order 2025,http://www.legislation.gov.uk/ssi/2025/416/made
The Air Navigation (Restriction of Flying) (Duxford) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/416/made
The Social Security (Residence in an EEA State or Switzerland) (Miscellaneous Amendment) (Scotland) Regulations 2025,http://www.legislation.gov.uk/ssi/2025/415/made/data.htm
The Civil Legal Aid (Remuneration) (Amendment) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/415/made/data.htm
The Air Navigation (Restriction of Flying) (Bovington) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/414/made
The South East Scotland Trunk Roads (Temporary Prohibitions of Traffic and Overtaking and Temporary Speed Restrictions) (No. 12) Order 2025,http://www.legislation.gov.uk/ssi/2025/414/made
The Cosmetic Products (Restriction of Chemical Substances) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/413/made/data.htm
The North West Scotland Trunk Roads (Temporary Prohibitions of Traffic and Overtaking and Temporary Speed Restrictions) (No. 12) Order 2025,http://www.legislation.gov.uk/ssi/2025/413/made
The Town and Country Planning (Consequential and Miscellaneous Amendments) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/412/made/data.htm
The North East Scotland Trunk Roads (Temporary Prohibitions of Traffic and Overtaking and Temporary Speed Restrictions) (No. 12) Order 2025,http://www.legislation.gov.uk/ssi/2025/412/made
The Town and Country Planning (Crown Development) (Urgent Applications) (Procedure) (England) Order 2025,http://www.legislation.gov.uk/uksi/2025/411/made/data.htm
The A702 Trunk Road (Biggar) (Temporary Prohibition on Use of Road) (No. 2) Order 2025,http://www.legislation.gov.uk/ssi/2025/411/made
The Town and Country Planning (Crown Development Applications) (Hearings and Inquiries) Rules 2025,http://www.legislation.gov.uk/uksi/2025/410/made/data.htm
"The M77/A77 Trunk Road (Girvan) (Temporary Prohibition on Waiting, Loading and Unloading) Order 2025",http://www.legislation.gov.uk/ssi/2025/410/made
The Town and Country Planning (Crown Development Applications) (Procedure and Written Representations) Order 2025,http://www.legislation.gov.uk/uksi/2025/409/made/data.htm
The A9 Trunk Road (Brora) (Temporary Prohibition on Use of Road) Order 2025,http://www.legislation.gov.uk/ssi/2025/409/made
The Housing (Scotland) Act 2025 (Commencement No. 2) Regulations 2025,http://www.legislation.gov.uk/ssi/2025/408/made/data.htm
The National Security Act 2023 (Foreign Activities and Foreign Influence Registration Scheme: Information and Disclosure) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/408/made/data.htm
The Retained EU Law (Revocation and Reform) Act 2023 (Agricultural Products) (Consequential Amendment) (Scotland) Regulations 2025,http://www.legislation.gov.uk/ssi/2025/407/made/data.htm
The Noise Emission in the Environment by Equipment for use Outdoors (Amendment) (Northern Ireland) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/407/made/data.htm
The Firefighters’ Pension Scheme (Scotland) Amendment Order 2025,http://www.legislation.gov.uk/ssi/2025/406/made/data.htm
"The Multinational Top-up Tax (Pillar Two Territories, Qualifying Domestic Top-up Taxes and Accredited Qualifying Domestic Top-up Taxes) Regulations 2025",http://www.legislation.gov.uk/uksi/2025/406/2025-07-24/data.htm
The Public Bodies (Joint Working) (Integration Joint Boards) (Scotland) Amendment Order 2025,http://www.legislation.gov.uk/ssi/2025/405/made/data.htm
The Gangmasters (Licensing Conditions) (Amendment) (Fees) Rules 2025,http://www.legislation.gov.uk/uksi/2025/405/made/data.htm
The Scottish Secure Tenancies (Proceedings for Possession) (Form of Notice) Amendment Regulations 2025,http://www.legislation.gov.uk/ssi/2025/404/made/data.htm
The Infected Blood Compensation Scheme Regulations 2025,http://www.legislation.gov.uk/uksi/2025/404/2025-03-31/data.htm
The Bankruptcy and Diligence etc. (Decrees for Removing from Heritable Property) (Scotland) Amendment Order 2025,http://www.legislation.gov.uk/ssi/2025/403/made/data.htm
"<span xml:lang=""en"">The Trade in Animals and Related Products (Amendment and Legislative Functions) and Animal Health (Miscellaneous Amendments) (Wales) (EU Exit) (Amendment) Order 2025</span> / <span xml:lang=""cy"">Gorchymyn y Fasnach mewn Anifeiliaid a Chynhyrchion Perthynol (Diwygio a Swyddogaethau Deddfwriaethol) ac Iechyd Anifeiliaid (Diwygiadau Amrywiol) (Cymru) (Ymadael â’r UE) (Diwygio) 2025</span>",http://www.legislation.gov.uk/wsi/2025/403/made/welsh/data.htm
The Removing from Heritable Property (Form of Charge) Amendment (Scotland) Regulations 2025,http://www.legislation.gov.uk/ssi/2025/402/made/data.htm
The Drivers’ Hours and Tachographs (Amendment and Modification) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/402/made/data.htm
The Sheep Carcase (Classification and Price Reporting) (Scotland) Regulations 2025,http://www.legislation.gov.uk/ssi/2025/401/made/data.htm
The National Minimum Wage (Amendment) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/401/made/data.htm
The Domestic Abuse (Protection) (Scotland) Act 2021 (Commencement No. 1) Regulations 2025,http://www.legislation.gov.uk/ssi/2025/400/made/data.htm
"<span xml:lang=""en"">The Development Procedure (Consultees) (Wales) (Miscellaneous Amendments) Order 2025</span> / <span xml:lang=""cy"">Gorchymyn Gweithdrefn Ddatblygu (Ymgyngoreion) (Cymru) (Diwygiadau Amrywiol) 2025</span>",http://www.legislation.gov.uk/wsi/2025/400/made/welsh/data.htm
The Finance Act 2021 (Amendment of Schedule 26 Penalty Figures) (Appointed Day: Regulation Making Power) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/399/made/data.htm
The A702 Trunk Road (Biggar) (Temporary Prohibition on Use of Road) Order 2025,http://www.legislation.gov.uk/ssi/2025/399/made
The Air Navigation (Restriction of Flying) (North East of Spurn Point) (Emergency) (Revocation) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/398/made
The A85 Trunk Road (Comrie) (Temporary Prohibition on Use of Road) (No. 3) Order 2025,http://www.legislation.gov.uk/ssi/2025/398/made
The Rural Support (Improvement) (Miscellaneous Amendment) (Scotland) (No. 2) Regulations 2025,http://www.legislation.gov.uk/ssi/2025/397/made/data.htm
The Power to Award Degrees etc. (Engineering College of Technology Limited) Order 2025,http://www.legislation.gov.uk/uksi/2025/397/made/data.htm
The Sexual Offences Act 2003 (Notification Requirements) (Scotland) Amendment Regulations 2025,http://www.legislation.gov.uk/ssi/2025/396/made/data.htm
The Diocese of Leicester (Educational Endowments) (Queniborough Church of England Primary School) Order 2025,http://www.legislation.gov.uk/uksi/2025/396/made
The Good Food Nation (Scotland) Act 2022 (Commencement No. 4) Revocation Regulations 2025,http://www.legislation.gov.uk/ssi/2025/395/made/data.htm
"<span xml:lang=""en"">The Food (Promotion and Presentation) (Wales) Regulations 2025</span> / <span xml:lang=""cy"">Rheoliadau Bwyd (Hyrwyddo a Chyflwyno) (Cymru) 2025</span>",http://www.legislation.gov.uk/wsi/2025/395/made/welsh/data.htm
The Scottish Parliament Elections (Returning Officer Fees and Charges) Regulations 2025,http://www.legislation.gov.uk/ssi/2025/394/made/data.htm
The Sanctions (EU Exit) (Miscellaneous Amendments) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/394/made/data.htm
"The Victims, Witnesses, and Justice Reform (Scotland) Act 2025 (Commencement No. 1 and Transitional Provision) Regulations 2025",http://www.legislation.gov.uk/ssi/2025/393/made/data.htm
The Air Navigation (Restriction of Flying) (Liverpool) (No. 2) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/393/made
The Cross-Border Public Procurement (Miscellaneous Amendment) (Scotland) Regulations 2025,http://www.legislation.gov.uk/ssi/2025/392/made/data.htm
The East and North Hertfordshire National Health Service Trust (Establishment) (Amendment) Order 2025,http://www.legislation.gov.uk/uksi/2025/392/made/data.htm
The Public Procurement (Iraq Free Trade Agreement) (Miscellaneous Amendment) (Scotland) Regulations 2025,http://www.legislation.gov.uk/ssi/2025/391/made/data.htm
The Air Navigation (Restriction of Flying) (Helicopter Flight) (No. 3) (Amendment) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/391/made
The Conservation of Salmon (Scotland) Amendment Regulations 2025,http://www.legislation.gov.uk/ssi/2025/390/made/data.htm
The Cattewater Harbour Revision Order 2025,http://www.legislation.gov.uk/uksi/2025/390/made/data.htm
"<span xml:lang=""en"">The Regulated Services (Inspection Ratings) (Wales) Regulations 2025</span> / <span xml:lang=""cy"">Rheoliadau Gwasanaethau Rheoleiddiedig (Graddau Arolygu) (Cymru) 2025</span>",http://www.legislation.gov.uk/wsi/2025/389/made/welsh/data.htm
The A75 Trunk Road (Crocketford) (Temporary 20mph and 40mph Speed Restrictions) Order 2025,http://www.legislation.gov.uk/ssi/2025/389/made
The Care Reform (Scotland) Act 2025 (Commencement No. 1) Regulations 2025,http://www.legislation.gov.uk/ssi/2025/388/made/data.htm
"<span xml:lang=""en"">The Partnership Arrangements (Wales) (Amendment) Regulations 2025</span> / <span xml:lang=""cy"">Rheoliadau Trefniadau Partneriaeth (Cymru) (Diwygio) 2025</span>",http://www.legislation.gov.uk/wsi/2025/388/made/welsh/data.htm
The Common Services Agency (Membership and Procedure) Amendment (Scotland) Regulations 2025,http://www.legislation.gov.uk/ssi/2025/387/made/data.htm
"The Universal Credit, Personal Independence Payment, Jobseeker's Allowance and Employment and Support Allowance (Claims and Payments) (Modification) Regulations 2025",http://www.legislation.gov.uk/uksi/2025/387/made/data.htm
The Aggregates Tax and Devolved Taxes Administration (Scotland) Act 2024 (Commencement No. 3) Regulations 2025,http://www.legislation.gov.uk/ssi/2025/386/made/data.htm
"The Taxes and Duties, etc (Interest Rate) (Amendment) Regulations 2025",http://www.legislation.gov.uk/uksi/2025/386/made/data.htm
The Education (Scotland) Act 2025 (Consequential Provisions) Regulations 2025,http://www.legislation.gov.uk/ssi/2025/385/made/data.htm
The Air Navigation (Restriction of Flying) (Liverpool) Regulations 2025,http://www.legislation.gov.uk/uksi/2025/385/made
The First-tier Tribunal for Scotland General Regulatory Chamber (Police Appeals) (Procedure) Regulations 2025,http://www.legislation.gov.uk/ssi/2025/384/made/data.htm
"<span xml:lang=""en"">The Feed Additives (Authorisations) and Uses of Feed Intended for Particular Nutritional Purposes (Amendment of Commission Regulation (EU) 2020/354) (Wales) (Amendment) Regulations 2025</span> / <span xml:lang=""cy"">Rheoliadau Ychwanegion Bwyd Anifeiliaid (Awdurdodiadau) a Defnyddiau Bwyd Anifeiliaid a Fwriedir at Ddibenion Maethol Penodol (Diwygio Rheoliad y Comisiwn (EU) 2020/354) (Cymru) (Diwygio) 2025</span>",http://www.legislation.gov.uk/wsi/2025/384/made/welsh/data.htm
